199	滑精	51.541329243864276
561	腹下坠	21.4546394325118
1044	手足躁扰	3.9173393679742174
31	少言	89.68404504762923
784	前囟宽大	20.408942283155
622	囟门宽大	17.324108005213095
467	腿冷	8.788275471289609
855	身体弱	18.793001638035342
541	皮色不变	30.180780563019017
274	咽喉白腐	36.175196081697116
1233	下肢红斑	3.8510075957193033
1279	眦角紧小	7.390486606035601
395	食不知味	18.82127429611262
603	足软	22.139502114740758
1376	腰臀皮损	5.832067981916534
1103	不喜抚抱	14.817643677490537
993	肌肉僵硬	6.347844611011134
84	胁胀	71.50392778937534
597	关节发热	25.116158887300614
298	胎漏	25.072724991392253
629	欠伸	12.66048999765749
1202	骂詈	8.287020237204544
1317	臀肉硬块	1.0
98	乳房痛	52.55590136875039
233	神情呆滞	72.69584429003267
862	骨痛	16.6772811603176
134	角弓反张	49.668499593019135
1189	呼吸气热	10.609320869567204
539	胆怯	20.39625990663831
588	皮肤色凉	27.58430021794794
829	水痘	15.753259943160083
569	经血粘稠	27.251427380320308
1412	行为幼稚	8.257262223287924
882	时明时昧	12.08137156400085
342	易感冒	20.884733978328008
1355	腋窝红肿	4.337244208013387
1337	气冷	10.275708398868552
1375	足背红斑	8.669424576332883
323	颈项强直	31.750930090992167
614	足不能立	25.330461211601154
1158	恶臭	17.841289496043856
601	小鱼际红	11.378411419502635
1085	囟门皮肤红	13.189560148373596
1230	尿道口肿胀	4.4337943145918635
1223	悬雍肿	7.957330263055528
133	善太息	57.59993579305685
1042	醒后如人	5.681358591721902
201	牙龈出血	42.93785519986005
1090	指纹射关透甲	10.05280463982649
263	智力低下	58.762810984299435
281	腹部肿块	36.68545814331839
1265	外障	4.318855879312812
894	皮肤白屑	5.483720663673233
429	睾丸肿	10.688784971518368
991	肘痛	9.56180956719001
1266	齿迟	4.805440591281821
826	口腔白斑	21.079240463281135
358	大便粘液	28.44425514236353
768	胎浮肿满	15.469027753106483
1091	喜仰卧	9.871912544495682
875	撕咬衣物	4.908494938975117
1107	伸颈	10.319140188102915
703	皮肤出血	34.13404953690848
93	抑郁	72.96539840045453
1138	胎坠	8.606484802901429
385	剧痛	28.405358841657883
1294	颈部肿块	8.045423636117903
